Classof,Measure Names,Organization Code,Organization Name,organizationid,Suppression Label,Measure Values,Cohort Numberof Students
Class of 2018,Graduated,2625,Coupeville High School,100932, ,0.838235294,68
Class of 2018,Continued,2625,Coupeville High School,100932, ,0.117647059,68
Class of 2018,Dropped Out,2625,Coupeville High School,100932, ,0.044117647,68
Class of 2018,Graduated,2632,Lopez Middle High School,102347, ,0.866666667,15
Class of 2018,Continued,2632,Lopez Middle High School,102347, ,0.066666667,15
Class of 2018,Dropped Out,2632,Lopez Middle High School,102347, ,0.066666667,15
Class of 2018,Graduated,2633,Yelm High School 12,102916, ,0.854545455,330
Class of 2018,Continued,2633,Yelm High School 12,102916, ,0.060606061,330
Class of 2018,Dropped Out,2633,Yelm High School 12,102916, ,0.084848485,330
Class of 2018,Graduated,2679,Tonasket High School,101971, ,0.851851852,81
Class of 2018,Continued,2679,Tonasket High School,101971, ,0.024691358,81
Class of 2018,Dropped Out,2679,Tonasket High School,101971, ,0.123456790,81
Class of 2018,Graduated,2681,Peninsula High School,102251, ,0.907462687,335
Class of 2018,Continued,2681,Peninsula High School,102251, ,0.041791045,335
Class of 2018,Dropped Out,2681,Peninsula High School,102251, ,0.050746269,335
Class of 2018,Graduated,2701,Bellevue High School,101357, ,0.940540541,370
Class of 2018,Continued,2701,Bellevue High School,101357, ,0.027027027,370
Class of 2018,Dropped Out,2701,Bellevue High School,101357, ,0.032432432,370
Class of 2018,Graduated,2702,West Auburn Senior High School,101416, ,0.1625,160
Class of 2018,Continued,2702,West Auburn Senior High School,101416, ,0.35,160
Class of 2018,Dropped Out,2702,West Auburn Senior High School,101416, ,0.4875,160
Class of 2018,Graduated,2706,Oroville Middle-High School,101976, ,0.888888889,54
Class of 2018,Continued,2706,Oroville Middle-High School,101976, ,0.018518519,54
Class of 2018,Dropped Out,2706,Oroville Middle-High School,101976, ,0.092592593,54
Class of 2018,Graduated,2724,Evergreen High School,100592, ,0.85,460
Class of 2018,Continued,2724,Evergreen High School,100592, ,0.026086957,460
Class of 2018,Dropped Out,2724,Evergreen High School,100592, ,0.123913043,460
Class of 2018,Graduated,2727,Eastmont Senior High,100727, ,0.833333333,450
Class of 2018,Continued,2727,Eastmont Senior High,100727, ,0.088888889,450
Class of 2018,Dropped Out,2727,Eastmont Senior High,100727, ,0.077777778,450
Class of 2018,Graduated,2728,North Beach Senior High School,100880, ,0.86,50
Class of 2018,Continued,2728,North Beach Senior High School,100880, ,0.04,50
Class of 2018,Dropped Out,2728,North Beach Senior High School,100880, ,0.1,50
Class of 2018,Graduated,2739,Lake Washington High School,101524, ,0.919444444,360
Class of 2018,Continued,2739,Lake Washington High School,101524, ,0.030555556,360
Class of 2018,Dropped Out,2739,Lake Washington High School,101524, ,0.05,360
Class of 2018,Graduated,2788,Bridgeport High School,100721, ,0.875,40
Class of 2018,Continued,2788,Bridgeport High School,100721, ,0.075,40
Class of 2018,Dropped Out,2788,Bridgeport High School,100721, ,0.05,40
Class of 2018,Graduated,2795,Auburn Senior High School,101417, ,0.732843137,408
Class of 2018,Continued,2795,Auburn Senior High School,101417, ,0.110294118,408
Class of 2018,Dropped Out,2795,Auburn Senior High School,101417, ,0.156862745,408
Class of 2018,Graduated,2797,Kent-Meridian High School,101574, ,0.807339450,436
Class of 2018,Continued,2797,Kent-Meridian High School,101574, ,0.059633028,436
Class of 2018,Dropped Out,2797,Kent-Meridian High School,101574, ,0.133027523,436
Class of 2018,Graduated,2799,W F West High School,101859, ,0.938144330,194
Class of 2018,Continued,2799,W F West High School,101859, ,0.025773196,194
Class of 2018,Dropped Out,2799,W F West High School,101859, ,0.036082474,194
Class of 2018,Graduated,2807,Bethel High School,102293, ,0.894088670,406
Class of 2018,Continued,2807,Bethel High School,102293, ,0.027093596,406
Class of 2018,Dropped Out,2807,Bethel High School,102293, ,0.078817734,406
Class of 2018,Graduated,2826,Kennewick High School,100363, ,0.855329949,394
Class of 2018,Continued,2826,Kennewick High School,100363, ,0.063451777,394
Class of 2018,Dropped Out,2826,Kennewick High School,100363, ,0.081218274,394
Class of 2018,Graduated,2848,Foster Senior High School,101398, ,0.806603774,212
Class of 2018,Continued,2848,Foster Senior High School,101398, ,0.099056604,212
Class of 2018,Dropped Out,2848,Foster Senior High School,101398, ,0.094339623,212
Class of 2018,Graduated,2850,Mount Si High School,101450, ,0.958435208,409
Class of 2018,Continued,2850,Mount Si High School,101450, ,0.009779951,409
Class of 2018,Dropped Out,2850,Mount Si High School,101450, ,0.031784841,409
Class of 2018,Graduated,2856,Goldendale High School,101808, ,0.907894737,76
Class of 2018,Continued,2856,Goldendale High School,101808, ,0.026315789,76
Class of 2018,Dropped Out,2856,Goldendale High School,101808, ,0.065789474,76
Class of 2018,Graduated,2859,White Pass Jr. Sr. High School,101865, ,0.5,36
Class of 2018,Continued,2859,White Pass Jr. Sr. High School,101865, ,0.083333333,36
Class of 2018,Dropped Out,2859,White Pass Jr. Sr. High School,101865, ,0.416666667,36
Class of 2018,Graduated,2876,Franklin Pierce High School,102271, ,0.954063604,283
Class of 2018,Continued,2876,Franklin Pierce High School,102271, ,0.021201413,283
Class of 2018,Dropped Out,2876,Franklin Pierce High School,102271, ,0.024734982,283
Class of 2018,Graduated,2900,Toppenish High School,103252, ,0.955445545,202
Class of 2018,Continued,2900,Toppenish High School,103252, ,0.024752475,202
Class of 2018,Dropped Out,2900,Toppenish High School,103252, ,0.019801980,202
Class of 2018,Graduated,2903,Lind-Ritzville High School,100337, ,0.75,12
Class of 2018,Continued,2903,Lind-Ritzville High School,100337, ,0.25,12
Class of 2018,Dropped Out,2903,Lind-Ritzville High School,100337, ,0,12
Class of 2018,Graduated,2904,Kiona-Benton City High School,100389, ,0.838709677,124
Class of 2018,Continued,2904,Kiona-Benton City High School,100389, ,0.024193548,124
Class of 2018,Dropped Out,2904,Kiona-Benton City High School,100389, ,0.137096774,124
Class of 2018,Graduated,2908,Port Angeles High School,100480, ,0.888475836,269
Class of 2018,Continued,2908,Port Angeles High School,100480, ,0.040892193,269
Class of 2018,Dropped Out,2908,Port Angeles High School,100480, ,0.070631970,269
Class of 2018,Graduated,2917,Pasco Senior High School,100762, ,0.812627291,491
Class of 2018,Continued,2917,Pasco Senior High School,100762, ,0.081466395,491
Class of 2018,Dropped Out,2917,Pasco Senior High School,100762, ,0.105906314,491
Class of 2018,Graduated,2920,Ephrata High School,100841, ,0.958579882,169
Class of 2018,Continued,2920,Ephrata High School,100841, ,0.023668639,169
Class of 2018,Dropped Out,2920,Ephrata High School,100841, ,0.017751479,169
Class of 2018,Graduated,2942,Orting High School,102206, ,0.896174863,183
Class of 2018,Continued,2942,Orting High School,102206, ,0.021857923,183
Class of 2018,Dropped Out,2942,Orting High School,102206, ,0.081967213,183
Class of 2018,Graduated,2959,Sunnyside High School,103240, ,0.901287554,466
Class of 2018,Continued,2959,Sunnyside High School,103240, ,0.004291845,466
Class of 2018,Dropped Out,2959,Sunnyside High School,103240, ,0.094420601,466
Class of 2018,Graduated,2974,Oak Harbor High School,100921, ,0.901685393,356
Class of 2018,Continued,2974,Oak Harbor High School,100921, ,0.039325843,356
Class of 2018,Dropped Out,2974,Oak Harbor High School,100921, ,0.058988764,356
Class of 2018,Graduated,3010,North Thurston High School,102925, ,0.878048780,328
Class of 2018,Continued,3010,North Thurston High School,102925, ,0.070121951,328
Class of 2018,Dropped Out,3010,North Thurston High School,102925, ,0.051829268,328
Class of 2018,Graduated,3015,Othello High School,100333, ,0.797520661,242
Class of 2018,Continued,3015,Othello High School,100333, ,0.053719008,242
Class of 2018,Dropped Out,3015,Othello High School,100333, ,0.148760331,242
Class of 2018,Graduated,3029,Mercer Island High School,101243, ,0.958100559,358
Class of 2018,Continued,3029,Mercer Island High School,101243, ,0.016759777,358
Class of 2018,Dropped Out,3029,Mercer Island High School,101243, ,0.025139665,358
Class of 2018,Graduated,3065,Central Valley High School,102790, ,0.903885481,489
Class of 2018,Continued,3065,Central Valley High School,102790, ,0.026584867,489
Class of 2018,Dropped Out,3065,Central Valley High School,102790, ,0.069529652,489
Class of 2018,Graduated,3068,St John/Endicott High,103160, ,0.888888889,18
Class of 2018,Continued,3068,St John/Endicott High,103160, ,0.055555556,18
Class of 2018,Dropped Out,3068,St John/Endicott High,103160, ,0.055555556,18
Class of 2018,Graduated,3074,West Valley High School,103289, ,0.816901408,355
Class of 2018,Continued,3074,West Valley High School,103289, ,0.070422535,355
Class of 2018,Dropped Out,3074,West Valley High School,103289, ,0.112676056,355
Class of 2018,Graduated,3081,Hudson's Bay High School,100538, ,0.943217666,317
Class of 2018,Continued,3081,Hudson's Bay High School,100538, ,0.018927445,317
Class of 2018,Dropped Out,3081,Hudson's Bay High School,100538, ,0.037854890,317
Class of 2018,Graduated,3088,Quincy High School,100804, ,0.848484848,198
Class of 2018,Continued,3088,Quincy High School,100804, ,0.015151515,198
Class of 2018,Dropped Out,3088,Quincy High School,100804, ,0.136363636,198
Class of 2018,Graduated,3089,Soap Lake Middle & High School,100818, ,0.882352941,34
Class of 2018,Continued,3089,Soap Lake Middle & High School,100818, ,0.058823529,34
Class of 2018,Dropped Out,3089,Soap Lake Middle & High School,100818, ,0.058823529,34
Class of 2018,Graduated,3096,Chief Sealth International High School,101118, ,0.869918699,246
Class of 2018,Continued,3096,Chief Sealth International High School,101118, ,0.101626016,246
Class of 2018,Dropped Out,3096,Chief Sealth International High School,101118, ,0.028455285,246
Class of 2018,Graduated,3099,Evergreen High School,101282, ,0.860262009,229
Class of 2018,Continued,3099,Evergreen High School,101282, ,0.078602620,229
Class of 2018,Dropped Out,3099,Evergreen High School,101282, ,0.061135371,229
Class of 2018,Graduated,3106,Bothell High School,101629, ,0.916666667,552
Class of 2018,Continued,3106,Bothell High School,101629, ,0.028985507,552
Class of 2018,Dropped Out,3106,Bothell High School,101629, ,0.054347826,552
Class of 2018,Graduated,3109,Bremerton High School,101674, ,0.759036145,249
Class of 2018,Continued,3109,Bremerton High School,101674, ,0.060240964,249
Class of 2018,Dropped Out,3109,Bremerton High School,101674, ,0.180722892,249
Class of 2018,Graduated,3112,Morton Junior-Senior High,101832, ,0.833333333,24
Class of 2018,Continued,3112,Morton Junior-Senior High,101832, ,0,24
Class of 2018,Dropped Out,3112,Morton Junior-Senior High,101832, ,0.166666667,24
Class of 2018,Graduated,3123,Edmonds Woodway High School,102523, ,0.876640420,381
Class of 2018,Continued,3123,Edmonds Woodway High School,102523, ,0.081364829,381
Class of 2018,Dropped Out,3123,Edmonds Woodway High School,102523, ,0.041994751,381
Class of 2018,Graduated,3132,Olympia High School,102969, ,0.889952153,418
Class of 2018,Continued,3132,Olympia High School,102969, ,0.052631579,418
Class of 2018,Dropped Out,3132,Olympia High School,102969, ,0.057416268,418
Class of 2018,Graduated,3136,Blaine High School,103090, ,0.850931677,161
Class of 2018,Continued,3136,Blaine High School,103090, ,0.037267081,161
Class of 2018,Dropped Out,3136,Blaine High School,103090, ,0.111801242,161
Class of 2018,Graduated,3141,Wapato High School,103280, ,0.900497512,201
Class of 2018,Continued,3141,Wapato High School,103280, ,0.019900498,201
Class of 2018,Dropped Out,3141,Wapato High School,103280, ,0.079601990,201
Class of 2018,Graduated,3145,Neah Bay Junior/ Senior High School,100505, ,0.806451613,31
Class of 2018,Continued,3145,Neah Bay Junior/ Senior High School,100505, ,0.096774194,31
Class of 2018,Dropped Out,3145,Neah Bay Junior/ Senior High School,100505, ,0.096774194,31
Class of 2018,Graduated,3151,Mark Morris High School,100673, ,0.888888889,216
Class of 2018,Continued,3151,Mark Morris High School,100673, ,0.023148148,216
Class of 2018,Dropped Out,3151,Mark Morris High School,100673, ,0.087962963,216
Class of 2018,Graduated,3175,North Mason Senior High School,101931, ,0.804597701,174
Class of 2018,Continued,3175,North Mason Senior High School,101931, ,0.086206897,174
Class of 2018,Dropped Out,3175,North Mason Senior High School,101931, ,0.109195402,174
Class of 2018,Graduated,3188,Darrington High School,102651, ,0.714285714,28
Class of 2018,Continued,3188,Darrington High School,102651, ,0.071428571,28
Class of 2018,Dropped Out,3188,Darrington High School,102651, ,0.214285714,28
Class of 2018,Graduated,3189,Shadle Park High School,102720, ,0.875432526,289
Class of 2018,Continued,3189,Shadle Park High School,102720, ,0.041522491,289
Class of 2018,Dropped Out,3189,Shadle Park High School,102720, ,0.083044983,289
Class of 2018,Graduated,3195,West Valley High School,102851, ,0.978378378,185
Class of 2018,Continued,3195,West Valley High School,102851, ,0.021621622,185
Class of 2018,Dropped Out,3195,West Valley High School,102851, ,0,185
Class of 2018,Graduated,3206,Eisenhower High School,103194, ,0.847953216,513
Class of 2018,Continued,3206,Eisenhower High School,103194, ,0.044834308,513
Class of 2018,Dropped Out,3206,Eisenhower High School,103194, ,0.107212476,513
Class of 2018,Graduated,3215,Moses Lake High School,100835, ,0.783831283,569
Class of 2018,Continued,3215,Moses Lake High School,100835, ,0.112478032,569
Class of 2018,Dropped Out,3215,Moses Lake High School,100835, ,0.103690685,569
Class of 2018,Graduated,3236,North Kitsap High School,101707, ,0.951417004,247
Class of 2018,Continued,3236,North Kitsap High School,101707, ,0.028340081,247
Class of 2018,Dropped Out,3236,North Kitsap High School,101707, ,0.020242915,247
Class of 2018,Graduated,3241,Shelton High School,101913, ,0.847826087,322
Class of 2018,Continued,3241,Shelton High School,101913, ,0.093167702,322
Class of 2018,Dropped Out,3241,Shelton High School,101913, ,0.059006211,322
Class of 2018,Graduated,3246,Wilson,102146, ,0.951456311,309
Class of 2018,Continued,3246,Wilson,102146, ,0.016181230,309
Class of 2018,Dropped Out,3246,Wilson,102146, ,0.032362460,309
Class of 2018,Graduated,3247,Sumner High School,102185, ,0.934640523,459
Class of 2018,Continued,3247,Sumner High School,102185, ,0.019607843,459
Class of 2018,Dropped Out,3247,Sumner High School,102185, ,0.045751634,459
Class of 2018,Graduated,3268,CASHMERE HIGH SCHOOL,100441, ,0.935185185,108
Class of 2018,Continued,3268,CASHMERE HIGH SCHOOL,100441, ,0.055555556,108
Class of 2018,Dropped Out,3268,CASHMERE HIGH SCHOOL,100441, ,0.009259259,108
Class of 2018,Graduated,3272,Connell High School,100783, ,0.938931298,131
Class of 2018,Continued,3272,Connell High School,100783, ,0.045801527,131
Class of 2018,Dropped Out,3272,Connell High School,100783, ,0.015267176,131
Class of 2018,Graduated,3273,Warden High School,100809, ,0.884615385,78
Class of 2018,Continued,3273,Warden High School,100809, ,0.051282051,78
Class of 2018,Dropped Out,3273,Warden High School,100809, ,0.064102564,78
Class of 2018,Graduated,3275,Chimacum High School,100954, ,0.878048780,82
Class of 2018,Continued,3275,Chimacum High School,100954, ,0.060975610,82
Class of 2018,Dropped Out,3275,Chimacum High School,100954, ,0.060975610,82
Class of 2018,Graduated,3276,Ingraham High School,101123, ,0.870090634,331
Class of 2018,Continued,3276,Ingraham High School,101123, ,0.063444109,331
Class of 2018,Dropped Out,3276,Ingraham High School,101123, ,0.066465257,331
